contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_6340_length_249_cov_1.668605,4,249,1.668605,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6342_length_249_cov_1.250000,4,249,1.250000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6343_length_249_cov_1.180233,4,249,1.180233,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001648852.1,92.683,82,6,1.04e-48,158.0
NODE_6345_length_249_cov_1.098837,4,249,1.098837,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029713501.1,85.366,82,9,1.92e-21,85.9
NODE_6347_length_249_cov_0.947674,4,249,0.947674,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_636_length_420_cov_0.641399,6,420,0.641399,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_637_length_420_cov_0.623907,7,420,0.623907,231986,7482,36668,7399,50557,6656,33208,2759,Eukaryota,OX424455.1,86.318,402,55,7.3e-120,438.0,59916,27456,7211,7147,50557,6656,33208,2759,Eukaryota,APL98297.1,72.932,133,36,3.14e-70,214.0
NODE_638_length_419_cov_0.807018,4,419,0.807018,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_639_length_419_cov_0.622807,4,419,0.622807,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_002502537.1,82.005,439,50,4.54e-92,346.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_64_length_946_cov_0.674338,29,946,0.674338,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_640_length_419_cov_0.619883,4,419,0.619883,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_641_length_419_cov_0.423977,6,419,0.423977,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_642_length_419_cov_0.412281,4,419,0.412281,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,143948,143947,27482,7524,50557,6656,33208,2759,Eukaryota,XP_015376728.1,25.899,139,90,1.26e-11,60.5
NODE_643_length_418_cov_2.252199,20,418,2.252199,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_644_length_418_cov_0.868035,4,418,0.868035,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_645_length_418_cov_0.809384,6,418,0.809384,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_646_length_418_cov_0.656891,5,418,0.656891,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_647_length_418_cov_0.630499,4,418,0.630499,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019672292.2,88.038,418,50,4.25e-137,496.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019527837.2,92.029,138,11,1.49e-79,254.0
NODE_6475_length_248_cov_1.538012,4,248,1.538012,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6477_length_248_cov_1.099415,6,248,1.099415,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029880094.1,87.398,246,22,1.22e-70,274.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6478_length_248_cov_1.046784,5,248,1.046784,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019539609.2,66.667,81,27,9.44e-38,125.0
NODE_648_length_417_cov_0.879412,6,417,0.879412,43151,7164,7157,7147,50557,6656,33208,2759,Eukaryota,OX030912.1,84.444,180,25,2.26e-40,174.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021697960.1,94.928,138,7,8.48e-82,261.0
NODE_649_length_417_cov_0.870588,5,417,0.870588,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029861773.1,98.649,74,1,1.38e-27,132.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_65_length_940_cov_1.223638,26,940,1.223638,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001663682.2,81.277,940,150,0.0,737.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001663732.1,95.238,189,9,1.11e-111,328.0
NODE_650_length_417_cov_0.717647,4,417,0.717647,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021701168.1,87.413,143,13,5.44e-69,224.0
NODE_651_length_417_cov_0.679412,4,417,0.679412,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_652_length_417_cov_0.676471,8,417,0.676471,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_653_length_417_cov_0.638235,6,417,0.638235,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_655_length_417_cov_0.541176,4,417,0.541176,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_656_length_416_cov_17.914454,105,416,17.914454,1245377,139055,7157,7147,50557,6656,33208,2759,Eukaryota,KF687528.1,97.115,416,11,0.0,701.0,35525,6668,77658,84337,6658,6656,33208,2759,Eukaryota,KZS01309.1,54.688,64,26,5.29e-13,60.8
NODE_657_length_416_cov_1.722714,12,416,1.722714,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_658_length_416_cov_1.306785,6,416,1.306785,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001655290.2,83.258,442,32,9.61e-99,368.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_659_length_416_cov_0.834808,4,416,0.834808,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_66_length_931_cov_0.948478,14,931,0.948478,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029880085.1,81.152,833,117,7.22e-178,632.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029735949.1,80.66,212,38,7.69e-102,303.0
NODE_660_length_416_cov_0.758112,4,416,0.758112,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6607_length_247_cov_2.164706,7,247,2.164706,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6608_length_247_cov_1.611765,4,247,1.611765,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019545496.2,93.902,82,5,3.93e-47,152.0
NODE_6609_length_247_cov_1.552941,4,247,1.552941,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ78570.1,86.42,81,10,3.76e-41,140.0
NODE_661_length_416_cov_0.601770,5,416,0.601770,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6612_length_247_cov_1.058824,4,247,1.058824,43416,28609,7211,7147,50557,6656,33208,2759,Eukaryota,MZ820183.1,88.889,171,17,3.47e-51,209.0,1807361,700861,43823,7147,50557,6656,33208,2759,Eukaryota,YP_009261941.1,78.049,82,18,4.62e-26,98.6
NODE_662_length_416_cov_0.581121,5,416,0.581121,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,610380,604375,36668,7399,50557,6656,33208,2759,Eukaryota,EFN76535.1,45.946,74,39,4.77e-15,65.9
NODE_663_length_415_cov_1.050296,6,415,1.050296,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_664_length_415_cov_0.908284,7,415,0.908284,53553,46207,7157,7147,50557,6656,33208,2759,Eukaryota,XM_055774458.1,82.192,146,18,1.07e-23,119.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_665_length_415_cov_0.875740,11,415,0.875740,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_003893454.1,98.214,56,1,1.39e-17,99.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_666_length_415_cov_0.863905,5,415,0.863905,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_667_length_415_cov_0.849112,4,415,0.849112,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_668_length_415_cov_0.819527,4,415,0.819527,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_669_length_414_cov_1.216617,9,414,1.216617,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_67_length_930_cov_1.302462,39,930,1.302462,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019684828.2,83.904,584,93,4.47e-155,556.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,AAM34268.1,73.846,260,58,1.88e-139,394.0
NODE_670_length_414_cov_0.768546,5,414,0.768546,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6702_length_247_cov_0.870588,8,247,0.870588,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_673_length_413_cov_1.101190,5,413,1.101190,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2980575,1980421,1980418,1980410,2497576,2497569,2732396,10239,Viruses,UYL94376.1,48.148,135,70,5.11e-28,107.0
NODE_674_length_413_cov_0.839286,4,413,0.839286,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_675_length_413_cov_0.726190,4,413,0.726190,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_676_length_412_cov_1.185075,6,412,1.185075,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,38358,35571,7184,7147,50557,6656,33208,2759,Eukaryota,XP_037042085.1,56.934,137,59,3.94e-47,162.0
NODE_677_length_412_cov_0.883582,4,412,0.883582,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2980572,-200,675071,2732544,2732461,2732406,2732396,10239,Viruses,UYL94363.1,40.58,69,37,3.94e-11,58.9
NODE_678_length_412_cov_0.770149,4,412,0.770149,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6781_length_246_cov_1.751479,4,246,1.751479,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6782_length_246_cov_1.674556,4,246,1.674556,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6783_length_246_cov_1.414201,4,246,1.414201,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6784_length_246_cov_1.366864,4,246,1.366864,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_679_length_412_cov_0.764179,5,412,0.764179,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_68_length_926_cov_9.261484,149,926,9.261484,1803708,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KU056501.1,89.041,146,9,5.23e-40,174.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_680_length_412_cov_0.620896,4,412,0.620896,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_681_length_412_cov_0.597015,4,412,0.597015,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_682_length_411_cov_2.128743,29,411,2.128743,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019672216.2,86.085,424,44,5.51e-121,442.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001657619.2,87.963,108,8,2.53e-59,186.0
NODE_683_length_411_cov_1.350299,8,411,1.350299,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029859318.1,83.619,409,67,9.42e-104,385.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029715178.1,95.588,136,6,2.86e-79,253.0
NODE_684_length_411_cov_0.781437,4,411,0.781437,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_685_length_411_cov_0.715569,6,411,0.715569,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_686_length_410_cov_2.249249,20,410,2.249249,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019706733.2,91.667,60,2,4.98e-12,80.5,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_687_length_410_cov_0.858859,6,410,0.858859,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029876726.1,92.386,197,14,4.57e-72,279.0,7176,7174,7157,7147,50557,6656,33208,2759,Eukaryota,XP_038121400.1,100.0,62,0,5e-39,132.0
NODE_688_length_410_cov_0.849850,4,410,0.849850,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_689_length_410_cov_0.735736,4,410,0.735736,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029865483.1,90.882,340,31,1.97e-125,457.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021710179.1,99.099,111,1,1.43e-63,204.0
NODE_69_length_924_cov_2.151122,28,924,2.151122,1589691,-200,30102,7524,50557,6656,33208,2759,Eukaryota,KJ461193.1,91.576,641,51,0.0,881.0,151549,151548,93884,7088,50557,6656,33208,2759,Eukaryota,GBP88531.1,84.375,64,10,1.05e-27,111.0
NODE_690_length_410_cov_0.579580,4,410,0.579580,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_691_length_410_cov_0.567568,6,410,0.567568,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_692_length_409_cov_0.734940,4,409,0.734940,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6939_length_245_cov_1.517857,4,245,1.517857,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_694_length_409_cov_0.725904,6,409,0.725904,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6940_length_245_cov_1.327381,4,245,1.327381,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6941_length_245_cov_1.226190,4,245,1.226190,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_6942_length_245_cov_1.125000,7,245,1.125000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_695_length_409_cov_0.707831,4,409,0.707831,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_697_length_409_cov_0.632530,5,409,0.632530,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_699_length_408_cov_0.894260,4,408,0.894260,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7_length_1670_cov_0.831136,52,1670,0.831136,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_70_length_923_cov_0.436170,8,923,0.436170,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_700_length_408_cov_0.830816,4,408,0.830816,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021704020.1,85.926,135,19,2.66e-77,234.0
NODE_702_length_408_cov_0.658610,4,408,0.658610,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_703_length_408_cov_0.631420,4,408,0.631420,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7044_length_245_cov_0.880952,4,245,0.880952,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001661963.2,91.949,236,19,7.03e-88,331.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ72362.1,98.765,81,1,8.42e-56,170.0
NODE_706_length_407_cov_1.166667,6,407,1.166667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021700082.1,75.556,45,11,1.98e-13,65.5
NODE_707_length_407_cov_0.806061,6,407,0.806061,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_708_length_407_cov_0.709091,4,407,0.709091,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_709_length_407_cov_0.551515,4,407,0.551515,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7091_length_244_cov_1.431138,8,244,1.431138,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7092_length_244_cov_1.359281,4,244,1.359281,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7094_length_244_cov_1.299401,4,244,1.299401,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7097_length_244_cov_1.017964,4,244,1.017964,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_71_length_922_cov_0.626036,37,922,0.626036,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_710_length_406_cov_0.832827,4,406,0.832827,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_711_length_406_cov_0.744681,4,406,0.744681,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_712_length_406_cov_0.726444,4,406,0.726444,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029853789.1,88.611,360,41,7.06e-120,438.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021712253.1,91.525,118,10,2.47e-77,225.0
NODE_714_length_405_cov_0.972561,5,405,0.972561,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_715_length_405_cov_0.832317,8,405,0.832317,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_716_length_404_cov_11.697248,65,404,11.697248,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,AF004986.1,95.714,70,3,4.83e-22,113.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_717_length_404_cov_1.587156,8,404,1.587156,1473747,516519,41042,7147,50557,6656,33208,2759,Eukaryota,AF423807.1,87.195,164,21,2.81e-44,187.0,7213,7212,7211,7147,50557,6656,33208,2759,Eukaryota,CAD7014985.1,72.857,140,19,1.5e-50,167.0
NODE_718_length_404_cov_0.795107,9,404,0.795107,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001651766.1,89.189,74,8,1.59e-44,139.0
NODE_7182_length_244_cov_0.886228,4,244,0.886228,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_719_length_404_cov_0.785933,4,404,0.785933,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_72_length_921_cov_0.625592,24,921,0.625592,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_720_length_404_cov_0.779817,4,404,0.779817,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_721_length_404_cov_0.593272,7,404,0.593272,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7226_length_244_cov_0.886228,4,244,0.886228,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_723_length_403_cov_1.579755,8,403,1.579755,1589691,-200,30102,7524,50557,6656,33208,2759,Eukaryota,KJ461193.1,87.624,404,27,1.16e-122,448.0,151549,151548,93884,7088,50557,6656,33208,2759,Eukaryota,GBP52953.1,83.333,36,6,1.58e-12,62.8
NODE_724_length_403_cov_1.521472,7,403,1.521472,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019530282.2,89.256,121,13,5.11e-72,233.0
NODE_725_length_403_cov_1.134969,5,403,1.134969,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029717687.1,95.489,133,6,3.12e-84,265.0
NODE_7259_length_243_cov_2.319277,6,243,2.319277,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,29031,13203,7197,7147,50557,6656,33208,2759,Eukaryota,ABV44748.1,59.322,59,24,1.04e-13,62.0
NODE_726_length_403_cov_0.889571,4,403,0.889571,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,53553,46207,7157,7147,50557,6656,33208,2759,Eukaryota,XP_055633238.1,70.992,131,38,4.22e-63,207.0
NODE_7262_length_243_cov_1.210843,4,243,1.210843,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7263_length_243_cov_0.987952,4,243,0.987952,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7264_length_243_cov_0.969880,5,243,0.969880,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_7265_length_243_cov_0.921687,4,243,0.921687,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_727_length_402_cov_2.612308,14,402,2.612308,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019695846.2,86.508,378,41,1.97e-110,407.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021703346.1,100.0,34,0,2.23e-16,68.9
NODE_728_length_402_cov_0.910769,8,402,0.910769,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_729_length_402_cov_0.898462,4,402,0.898462,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_73_length_919_cov_2.409739,42,919,2.409739,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_730_length_402_cov_0.809231,5,402,0.809231,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_731_length_402_cov_0.701538,4,402,0.701538,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_733_length_402_cov_0.612308,4,402,0.612308,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,182803,29012,6913,6893,6854,6656,33208,2759,Eukaryota,GBN70054.1,63.636,66,24,3.93e-22,89.7
NODE_735_length_402_cov_0.526154,5,402,0.526154,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
